frame,x,y,z
2.145000000000000000e+03,4.247674140510778601e-02,3.739167307159816517e-02,-4.380077122415225650e-04
2.161000000000000000e+03,6.256362339798252070e-02,3.971345071000029203e-02,2.934281403902610705e-02
2.177000000000000000e+03,7.187268277475170053e-02,4.043398968331017584e-02,4.145541982848499618e-02
2.193000000000000000e+03,1.021069669456206308e-01,3.901153462401109329e-02,3.740091325655903187e-02
2.209000000000000000e+03,9.538505009707290427e-02,4.162539548351197605e-02,2.602299940846900320e-02
2.225000000000000000e+03,7.582922523473857590e-02,3.965125062986472881e-02,2.025925947900007393e-02
2.241000000000000000e+03,2.235462522901302679e-02,2.790916195417405751e-02,4.343807130502921714e-03
2.257000000000000000e+03,3.362798177089713902e-02,3.249294513274914725e-02,6.274895755218062518e-03
2.273000000000000000e+03,1.581936805660496409e-02,2.206177978624638408e-02,-1.942275840442916207e-02
2.289000000000000000e+03,1.462600018165481804e-02,1.936314762930520586e-02,-9.063645681066927196e-03
2.305000000000000000e+03,-4.861378693555231875e-03,8.720767194602623007e-03,-2.335287100146662964e-02
2.321000000000000000e+03,-4.531697877095282150e-03,-2.385632905815534503e-03,-3.715373440437262642e-02
2.337000000000000000e+03,3.103270173653673459e-03,-8.368450546087505878e-04,-3.340708212629834445e-02
2.353000000000000000e+03,-1.215203184050256277e-04,4.556326896062471918e-03,-2.414873461987467745e-02
2.369000000000000000e+03,-9.038523469518266627e-04,4.727894908432998811e-03,-1.807896249203871930e-02
2.385000000000000000e+03,1.361888684988818432e-02,1.394669844915530539e-02,-8.965792601598649575e-03
2.401000000000000000e+03,4.920044584214101208e-02,2.733385278585750977e-02,1.667114193637509595e-02
2.417000000000000000e+03,9.292930032854748723e-02,3.752950359719046253e-02,1.612167297940891170e-02
2.433000000000000000e+03,8.356787825634959255e-02,3.341948380856099576e-02,1.218076027385907138e-02
2.449000000000000000e+03,-3.951644597473303461e-02,8.013722069796549649e-03,-3.429549865767747563e-02
2.465000000000000000e+03,-3.753591813386488590e-02,8.284112802515888538e-03,-4.113055846847609581e-02
2.481000000000000000e+03,4.032422421970476706e-03,3.931203857050739187e-02,-1.186680426600567983e-04
2.497000000000000000e+03,3.463655738808042034e-02,4.167084060733956125e-02,-1.290444324961259950e-02
2.513000000000000000e+03,2.970684471269535720e-02,3.609837713450519958e-02,-4.872553075444915026e-03
2.529000000000000000e+03,2.565092952421476821e-02,3.794190897233868515e-02,2.056587371614283441e-02
2.545000000000000000e+03,4.649315981240423334e-02,4.395178940185479749e-02,3.716898411512577216e-02
2.561000000000000000e+03,5.591063735563145398e-02,3.980003968657382096e-02,2.878864578253990600e-02
2.577000000000000000e+03,2.758193438673965311e-02,2.773499306411453605e-02,6.454891510118908327e-02
2.593000000000000000e+03,-1.991503216298039225e-02,2.917817803076857772e-02,-1.046971699596379278e-02
2.609000000000000000e+03,-2.699454070110362050e-02,3.869018133719172303e-02,-6.515370638904739720e-02
2.625000000000000000e+03,5.881321088134604941e-02,8.568544258904169098e-02,-3.459589920085843345e-02
2.641000000000000000e+03,7.442196738315638715e-02,6.712088294080466311e-02,1.882230826231314630e-02
2.657000000000000000e+03,-1.448587683334103850e-02,-9.989387005483789383e-03,-1.680240402290104212e-02
2.673000000000000000e+03,-1.384433702988165649e-01,-1.089855490809471250e-01,-3.057460888217745573e-02
2.689000000000000000e+03,-1.255860703813982682e-01,-2.821473830624460569e-02,3.837533995914419599e-02
2.705000000000000000e+03,-4.907388516103257381e-02,3.320426051354302341e-03,3.102444923692219275e-03
2.721000000000000000e+03,-9.094930773612068531e-02,-2.209519395644892262e-02,-7.994899710186033001e-03
2.737000000000000000e+03,-2.382559058526822690e-02,2.172728665200909098e-02,3.677285958671398097e-02
2.753000000000000000e+03,5.157175246551169712e-02,3.186439966023747045e-02,5.232759041872357686e-02
2.769000000000000000e+03,2.230796105130283813e-02,2.697988912064920586e-02,4.236762957899666004e-02
2.785000000000000000e+03,-6.521347089120641677e-03,1.702388940793603603e-02,1.961097585693769019e-02
2.801000000000000000e+03,-7.697953723109639268e-02,1.170441494260736435e-03,1.820540647635338766e-02
2.817000000000000000e+03,-9.321017273828353933e-02,1.187746723392123704e-03,2.618408334882928873e-02
2.833000000000000000e+03,-8.177697504691187891e-02,1.384901037649348410e-02,2.020412138312660533e-02
2.849000000000000000e+03,-1.112525555594193055e-01,-8.538275947812416777e-03,-1.540182679444143665e-02
2.865000000000000000e+03,-7.833296626340836843e-02,6.046730847010561676e-03,-2.252378615699490716e-02
2.881000000000000000e+03,-1.800474563575413245e-02,1.766719391001949149e-02,-4.063378696726491907e-02
2.897000000000000000e+03,7.463136762848447681e-02,2.674985834057600972e-02,-1.026604756631800154e-02
2.913000000000000000e+03,6.430796194785293185e-02,2.059017016395739419e-02,-1.495527962183341303e-02
2.929000000000000000e+03,3.324545563170466095e-02,2.157561032323968703e-02,-1.335002508577219985e-02
2.945000000000000000e+03,-2.095859972951921030e-02,2.257245956912706797e-02,-1.143816869826789866e-02
2.961000000000000000e+03,-2.144128310240225356e-03,3.584855915681357114e-02,-4.640757492188278543e-03
2.977000000000000000e+03,2.849456574308303555e-02,2.887723731389077106e-02,-1.685031807400107565e-02
2.993000000000000000e+03,1.738047595530428299e-02,1.841053997543598553e-02,-1.968313276750146071e-02
3.009000000000000000e+03,7.266425967368829453e-02,6.997641916136482405e-03,-2.784698662399022473e-02
3.025000000000000000e+03,1.037947885004101983e-01,6.799754416269652296e-03,-1.452611829067527831e-02
3.041000000000000000e+03,1.068894208829406778e-01,1.597932465554869133e-02,1.936319906316269143e-02
3.057000000000000000e+03,1.514455671905162448e-01,1.444054082823304636e-02,6.700408007903252416e-02
3.073000000000000000e+03,1.507650751546662227e-01,-9.522995147995904838e-03,5.332756315162040517e-02
3.089000000000000000e+03,1.415108335046729449e-01,-1.793817713240551670e-02,5.711860518654068158e-02
3.105000000000000000e+03,1.519846326551915483e-01,1.766713379279458498e-02,6.124957508317047800e-02
3.121000000000000000e+03,7.793434364428465655e-02,2.787889182943035365e-02,5.343903270968807830e-03
3.137000000000000000e+03,8.211656591925416138e-03,2.173759294932629468e-02,-4.678744115381097690e-02
3.153000000000000000e+03,-9.727747403284842109e-02,-1.681308753272113543e-02,-1.050495639811789145e-01
3.169000000000000000e+03,-1.064569078806837654e-01,5.121176002011815914e-04,-8.314708686622522549e-02
3.185000000000000000e+03,-1.492377762445359565e-02,1.603685431057135652e-02,-3.994611775548011223e-02
3.201000000000000000e+03,2.394929354978026295e-02,-6.825976915124329705e-03,-1.879368526182461502e-02
3.217000000000000000e+03,1.171987299089303006e-03,-1.399793794901377231e-02,-3.933250929994995537e-02
3.233000000000000000e+03,-9.027922071443179874e-02,-3.039296716802182552e-02,-4.493218771006370071e-02
3.249000000000000000e+03,-1.911621297733740454e-01,-1.068515926714183467e-01,-1.099368046258872161e-01
3.265000000000000000e+03,-2.239069451949882716e-01,-1.129387323946801219e-01,-6.514160758439730033e-03
